study_id,site_id,site_name,year,state,latitude,longitude,planting_method,N_fertilization,fall_N_rate,spring_N_rate,total_N_rate,N_fertilization_category,cultivar,rye_planting_date,rye_sampling_date,rye_biomass,rye_biomass_sd,row_id,num_days_fall,num_days_spring,num_days_winter,total_days,num_cold_days_fall,num_cold_days_spring,num_cold_days_winter,total_cold_days,frequency_cold_days,Tmax_avg_fall,Tmax_avg_spring,Tmax_avg_winter,Tmax_avg,Tmin_avg_fall,Tmin_avg_spring,Tmin_avg_winter,Tmin_avg,Tavg_avg_fall,Tavg_avg_spring,Tavg_avg_winter,Tavg_avg,RHmin_avg_fall,RHmin_avg_spring,RHmin_avg_winter,RHmin_avg,RHmax_avg_fall,RHmax_avg_spring,RHmax_avg_winter,RHmax_avg,RHavg_avg_fall,RHavg_avg_spring,RHavg_avg_winter,RHavg_avg,VPD_avg_fall,VPD_avg_spring,VPD_avg_winter,VPD_avg,PAR_sum_fall,PAR_sum_spring,PAR_sum_winter,PAR_sum,GDD_plant,GDD_sum_fall,GDD_sum_spring,GDD_sum_winter,GDD_sum,FDD_sum_fall,FDD_sum_spring,FDD_sum_winter,FDD_sum,rain_plant,rain_sum_fall,rain_sum_spring,rain_sum_winter,rain_sum,snow_sum_fall,snow_sum_spring,snow_sum_winter,snow_sum,ET0_sum_fall,ET0_sum_spring,ET0_sum_winter,ET0_sum
1,1,Agricultural Engineering and Agronomy Research Farm (AEARF),2006-2007,Iowa,42.020833,-93.773889,Drilled,No,0,0,0,Zero,Maton,2006-10-25 00:00:00,2007-05-10 00:00:00,1593.333333,700.3808488,11,37,71,90,198,11,13,67,91,0.45959596,10.47162162,14.75,-0.104444444,7.198484848,-1.455405405,3.095070423,-9.714444444,-3.577777778,4.508108108,8.922535211,-4.909444444,1.810353535,0.444432432,0.412084507,0.522122222,0.468146465,0.895216216,0.810943662,0.8978,0.866171717,0.669824324,0.611514085,0.709961111,0.667159091,0.292376254,0.505004128,0.129955713,0.294794084,151.8746112,564.4588032,328.7609856,1045.0944,167.45,188,699.35,65.1,952.45,21.2,65.85,506.95,594,49.1,53.8,274.3,137.8,465.9,0,0,0,0,95.5,329.3,114.9,539.7
1,1,Agricultural Engineering and Agronomy Research Farm (AEARF),2006-2007,Iowa,42.020833,-93.773889,Drilled,No,0,0,0,Zero,Oklon,2006-10-25 00:00:00,2007-05-10 00:00:00,750,95.39392014,12,37,71,90,198,11,13,67,91,0.45959596,10.47162162,14.75,-0.104444444,7.198484848,-1.455405405,3.095070423,-9.714444444,-3.577777778,4.508108108,8.922535211,-4.909444444,1.810353535,0.444432432,0.412084507,0.522122222,0.468146465,0.895216216,0.810943662,0.8978,0.866171717,0.669824324,0.611514085,0.709961111,0.667159091,0.292376254,0.505004128,0.129955713,0.294794084,151.8746112,564.4588032,328.7609856,1045.0944,167.45,188,699.35,65.1,952.45,21.2,65.85,506.95,594,49.1,53.8,274.3,137.8,465.9,0,0,0,0,95.5,329.3,114.9,539.7
1,1,Agricultural Engineering and Agronomy Research Farm (AEARF),2006-2007,Iowa,42.020833,-93.773889,Drilled,No,0,0,0,Zero,Rymin,2006-10-25 00:00:00,2007-05-10 00:00:00,1456.666667,166.2327685,13,37,71,90,198,11,13,67,91,0.45959596,10.47162162,14.75,-0.104444444,7.198484848,-1.455405405,3.095070423,-9.714444444,-3.577777778,4.508108108,8.922535211,-4.909444444,1.810353535,0.444432432,0.412084507,0.522122222,0.468146465,0.895216216,0.810943662,0.8978,0.866171717,0.669824324,0.611514085,0.709961111,0.667159091,0.292376254,0.505004128,0.129955713,0.294794084,151.8746112,564.4588032,328.7609856,1045.0944,167.45,188,699.35,65.1,952.45,21.2,65.85,506.95,594,49.1,53.8,274.3,137.8,465.9,0,0,0,0,95.5,329.3,114.9,539.7
1,1,Agricultural Engineering and Agronomy Research Farm (AEARF),2006-2007,Iowa,42.020833,-93.773889,Drilled,No,0,0,0,Zero,Wheeler,2006-10-25 00:00:00,2007-05-10 00:00:00,1443.333333,161.9670748,14,37,71,90,198,11,13,67,91,0.45959596,10.47162162,14.75,-0.104444444,7.198484848,-1.455405405,3.095070423,-9.714444444,-3.577777778,4.508108108,8.922535211,-4.909444444,1.810353535,0.444432432,0.412084507,0.522122222,0.468146465,0.895216216,0.810943662,0.8978,0.866171717,0.669824324,0.611514085,0.709961111,0.667159091,0.292376254,0.505004128,0.129955713,0.294794084,151.8746112,564.4588032,328.7609856,1045.0944,167.45,188,699.35,65.1,952.45,21.2,65.85,506.95,594,49.1,53.8,274.3,137.8,465.9,0,0,0,0,95.5,329.3,114.9,539.7
1,1,Agricultural Engineering and Agronomy Research Farm (AEARF),2008-2009,Iowa,42.020833,-93.773889,Drilled,No,0,0,0,Zero,Aroostook,2008-10-20 00:00:00,2009-05-08 00:00:00,1773.333333,415.01004,15,42,69,90,201,15,7,81,103,0.512437811,8.6,13.58333333,-1.662222222,5.715671642,-1.007142857,1.167391304,-12.53111111,-5.420646766,3.796428571,7.375362319,-7.096666667,0.147512438,0.43752381,0.39026087,0.555455556,0.474104478,0.875880952,0.836,0.959522222,0.899641791,0.656702381,0.613130435,0.757488889,0.686873134,0.283719253,0.427049462,0.098863374,0.250150872,157.4733312,532.002816,354.3699456,1043.846093,313.85,187.45,547.3,35.35,770.1,28,38.4,674.05,740.45,94.7,89.1,228.8,60.3,378.2,0,0,0,0,99.1,290.3,102.8,492.2
1,1,Agricultural Engineering and Agronomy Research Farm (AEARF),2008-2009,Iowa,42.020833,-93.773889,Drilled,No,0,0,0,Zero,Dacold,2008-10-20 00:00:00,2009-05-08 00:00:00,1426.666667,361.1555528,16,42,69,90,201,15,7,81,103,0.512437811,8.6,13.58333333,-1.662222222,5.715671642,-1.007142857,1.167391304,-12.53111111,-5.420646766,3.796428571,7.375362319,-7.096666667,0.147512438,0.43752381,0.39026087,0.555455556,0.474104478,0.875880952,0.836,0.959522222,0.899641791,0.656702381,0.613130435,0.757488889,0.686873134,0.283719253,0.427049462,0.098863374,0.250150872,157.4733312,532.002816,354.3699456,1043.846093,313.85,187.45,547.3,35.35,770.1,28,38.4,674.05,740.45,94.7,89.1,228.8,60.3,378.2,0,0,0,0,99.1,290.3,102.8,492.2
1,1,Agricultural Engineering and Agronomy Research Farm (AEARF),2008-2009,Iowa,42.020833,-93.773889,Drilled,No,0,0,0,Zero,Elbon,2008-10-20 00:00:00,2009-05-08 00:00:00,1186.666667,524.4362052,17,42,69,90,201,15,7,81,103,0.512437811,8.6,13.58333333,-1.662222222,5.715671642,-1.007142857,1.167391304,-12.53111111,-5.420646766,3.796428571,7.375362319,-7.096666667,0.147512438,0.43752381,0.39026087,0.555455556,0.474104478,0.875880952,0.836,0.959522222,0.899641791,0.656702381,0.613130435,0.757488889,0.686873134,0.283719253,0.427049462,0.098863374,0.250150872,157.4733312,532.002816,354.3699456,1043.846093,313.85,187.45,547.3,35.35,770.1,28,38.4,674.05,740.45,94.7,89.1,228.8,60.3,378.2,0,0,0,0,99.1,290.3,102.8,492.2
1,1,Agricultural Engineering and Agronomy Research Farm (AEARF),2008-2009,Iowa,42.020833,-93.773889,Drilled,No,0,0,0,Zero,Maton,2008-10-20 00:00:00,2009-05-08 00:00:00,1446.666667,368.2843105,18,42,69,90,201,15,7,81,103,0.512437811,8.6,13.58333333,-1.662222222,5.715671642,-1.007142857,1.167391304,-12.53111111,-5.420646766,3.796428571,7.375362319,-7.096666667,0.147512438,0.43752381,0.39026087,0.555455556,0.474104478,0.875880952,0.836,0.959522222,0.899641791,0.656702381,0.613130435,0.757488889,0.686873134,0.283719253,0.427049462,0.098863374,0.250150872,157.4733312,532.002816,354.3699456,1043.846093,313.85,187.45,547.3,35.35,770.1,28,38.4,674.05,740.45,94.7,89.1,228.8,60.3,378.2,0,0,0,0,99.1,290.3,102.8,492.2
1,1,Agricultural Engineering and Agronomy Research Farm (AEARF),2008-2009,Iowa,42.020833,-93.773889,Drilled,No,0,0,0,Zero,Oklon,2008-10-20 00:00:00,2009-05-08 00:00:00,913.3333333,141.5391583,19,42,69,90,201,15,7,81,103,0.512437811,8.6,13.58333333,-1.662222222,5.715671642,-1.007142857,1.167391304,-12.53111111,-5.420646766,3.796428571,7.375362319,-7.096666667,0.147512438,0.43752381,0.39026087,0.555455556,0.474104478,0.875880952,0.836,0.959522222,0.899641791,0.656702381,0.613130435,0.757488889,0.686873134,0.283719253,0.427049462,0.098863374,0.250150872,157.4733312,532.002816,354.3699456,1043.846093,313.85,187.45,547.3,35.35,770.1,28,38.4,674.05,740.45,94.7,89.1,228.8,60.3,378.2,0,0,0,0,99.1,290.3,102.8,492.2
1,1,Agricultural Engineering and Agronomy Research Farm (AEARF),2008-2009,Iowa,42.020833,-93.773889,Drilled,No,0,0,0,Zero,Rymin,2008-10-20 00:00:00,2009-05-08 00:00:00,1463.333333,260.2562839,20,42,69,90,201,15,7,81,103,0.512437811,8.6,13.58333333,-1.662222222,5.715671642,-1.007142857,1.167391304,-12.53111111,-5.420646766,3.796428571,7.375362319,-7.096666667,0.147512438,0.43752381,0.39026087,0.555455556,0.474104478,0.875880952,0.836,0.959522222,0.899641791,0.656702381,0.613130435,0.757488889,0.686873134,0.283719253,0.427049462,0.098863374,0.250150872,157.4733312,532.002816,354.3699456,1043.846093,313.85,187.45,547.3,35.35,770.1,28,38.4,674.05,740.45,94.7,89.1,228.8,60.3,378.2,0,0,0,0,99.1,290.3,102.8,492.2
1,1,Agricultural Engineering and Agronomy Research Farm (AEARF),2008-2009,Iowa,42.020833,-93.773889,Drilled,No,0,0,0,Zero,Wheeler,2008-10-20 00:00:00,2009-05-08 00:00:00,1256.666667,406.4890322,21,42,69,90,201,15,7,81,103,0.512437811,8.6,13.58333333,-1.662222222,5.715671642,-1.007142857,1.167391304,-12.53111111,-5.420646766,3.796428571,7.375362319,-7.096666667,0.147512438,0.43752381,0.39026087,0.555455556,0.474104478,0.875880952,0.836,0.959522222,0.899641791,0.656702381,0.613130435,0.757488889,0.686873134,0.283719253,0.427049462,0.098863374,0.250150872,157.4733312,532.002816,354.3699456,1043.846093,313.85,187.45,547.3,35.35,770.1,28,38.4,674.05,740.45,94.7,89.1,228.8,60.3,378.2,0,0,0,0,99.1,290.3,102.8,492.2
2,2,Crop Science Research and Education Center (CSREC),2004-2005,Illinois,40.05,-88.24,Drilled,No,0,0,0,Zero,FS Hi Rye,2004-09-24 00:00:00,2005-05-17 00:00:00,7712.5,2215.225722,22,68,78,90,236,1,6,46,53,0.224576271,15.73823529,15.81025641,3.705555556,11.17330508,5.332352941,3.157692308,-4.716666667,0.781355932,10.53529412,9.483974359,-0.505555556,5.977330508,0.454044118,0.371038462,0.5653,0.469038136,0.924544118,0.851358974,0.891222222,0.887648305,0.689294118,0.611198718,0.728261111,0.67834322,0.416537317,0.494955929,0.159339544,0.344371436,325.845504,657.6878592,338.121216,1321.654579,499.5,718.3,757.45,194.9,1670.65,1.9,17.7,240.4,260,37,235.9,133.9,271.7,641.5,0,0,0,0,197.5,358.1,127.8,683.4
2,2,Crop Science Research and Education Center (CSREC),2005-2006,Illinois,40.05,-88.24,Drilled,No,0,0,0,Zero,FS Hi Rye,2005-09-21 00:00:00,2006-05-22 00:00:00,6062.5,1748.854387,23,71,83,90,244,4,2,45,51,0.209016393,16.62746479,16.30542169,4.164444444,11.92090164,5.06971831,4.992168675,-4.944444444,1.349590164,10.84859155,10.64879518,-0.39,6.635245902,0.407422535,0.401590361,0.501688889,0.440209016,0.888422535,0.867975904,0.931888889,0.8975,0.647922535,0.634783133,0.716788889,0.668854508,0.46764981,0.50583478,0.166417563,0.369528705,368.0681472,693.5901696,330.6935808,1392.351898,604.1,784.6,885.85,154.05,1824.5,14.35,2,189.15,205.5,129.4,198,273,108.5,579.5,0,0,0,0,242.9,372.9,131.9,747.7
2,2,Crop Science Research and Education Center (CSREC),2006-2007,Illinois,40.05,-88.24,Drilled,No,0,0,0,Zero,FS Hi Rye,2006-09-20 00:00:00,2007-05-22 00:00:00,5355,2098.769481,24,72,83,90,245,2,8,56,66,0.269387755,15.11388889,18.46084337,1.91,11.39734694,3.711111111,5.843975904,-6.273333333,0.765918367,9.4125,12.15240964,-2.181666667,6.081632653,0.431902778,0.35686747,0.528377778,0.441922449,0.896111111,0.780024096,0.913111111,0.863028571,0.664006944,0.568445783,0.720744444,0.65247551,0.419109739,0.67022713,0.145726413,0.403755633,355.3279488,726.8673024,332.957952,1415.153203,515.05,678.8,1024.5,144.35,1847.65,1.1,15.85,340.7,357.65,54.9,170.3,150.7,247.1,568.1,0,0,0,0,237.4,453.3,113.5,804.2
3,2,Crop Science Research and Education Center (CSREC),2007-2008,Illinois,40.05,-88.24,Drilled,No,0,0,0,Zero,Aroostook,2007-09-17 00:00:00,2008-05-21 00:00:00,13048,3080.032915,25,75,82,91,248,7,5,64,76,0.306451613,18.39133333,14.43780488,1.833516484,11.00846774,6.296666667,3.486585366,-6.898351648,0.525806452,12.344,8.962195122,-2.532417582,5.767137097,0.38976,0.4555,0.554472527,0.471935484,0.881106667,0.887609756,0.940340659,0.904991935,0.635433333,0.671554878,0.747406593,0.68846371,0.596538044,0.405520789,0.126286214,0.36082703,406.9896192,653.3540352,330.01344,1390.357094,615.2,937.95,748.65,83.55,1770.15,12.15,13.75,314,339.9,72.3,193.9,259.5,279.5,732.9,0,0,0,0,307.3,330.4,115.9,753.6
3,2,Crop Science Research and Education Center (CSREC),2007-2008,Illinois,40.05,-88.24,Drilled,No,0,0,0,Zero,FS Hi Rye,2007-09-17 00:00:00,2008-05-21 00:00:00,6590.689655,2752.632417,26,75,82,91,248,7,5,64,76,0.306451613,18.39133333,14.43780488,1.833516484,11.00846774,6.296666667,3.486585366,-6.898351648,0.525806452,12.344,8.962195122,-2.532417582,5.767137097,0.38976,0.4555,0.554472527,0.471935484,0.881106667,0.887609756,0.940340659,0.904991935,0.635433333,0.671554878,0.747406593,0.68846371,0.596538044,0.405520789,0.126286214,0.36082703,406.9896192,653.3540352,330.01344,1390.357094,615.2,937.95,748.65,83.55,1770.15,12.15,13.75,314,339.9,72.3,193.9,259.5,279.5,732.9,0,0,0,0,307.3,330.4,115.9,753.6
3,2,Crop Science Research and Education Center (CSREC),2008-2009,Illinois,40.05,-88.24,Drilled,No,0,0,0,Zero,Aroostook,2008-09-11 00:00:00,2009-05-22 00:00:00,11874.23077,3032.618899,27,81,83,90,254,8,5,69,82,0.322834646,16.47222222,16.67650602,1.278888889,11.15551181,5.242592593,4.607831325,-8.615555556,0.12480315,10.85740741,10.64216867,-3.668333333,5.64015748,0.420592593,0.378807229,0.496511111,0.433838583,0.868419753,0.823783133,0.941211111,0.879625984,0.644506173,0.601295181,0.718861111,0.656732283,0.495616431,0.538429565,0.135613937,0.382046611,457.4071296,701.8845696,329.9139072,1489.205606,578.05,899.9,906.35,85.8,1892.05,20.45,23.05,415.95,459.45,218.7,220.5,359.7,197.3,777.5,0,0,0,0,272.6,384.9,124,781.5
3,2,Crop Science Research and Education Center (CSREC),2008-2009,Illinois,40.05,-88.24,Drilled,No,0,0,0,Zero,FS Hi Rye,2008-09-11 00:00:00,2009-05-22 00:00:00,8416.666667,2822.746686,28,81,83,90,254,8,5,69,82,0.322834646,16.47222222,16.67650602,1.278888889,11.15551181,5.242592593,4.607831325,-8.615555556,0.12480315,10.85740741,10.64216867,-3.668333333,5.64015748,0.420592593,0.378807229,0.496511111,0.433838583,0.868419753,0.823783133,0.941211111,0.879625984,0.644506173,0.601295181,0.718861111,0.656732283,0.495616431,0.538429565,0.135613937,0.382046611,457.4071296,701.8845696,329.9139072,1489.205606,578.05,899.9,906.35,85.8,1892.05,20.45,23.05,415.95,459.45,218.7,220.5,359.7,197.3,777.5,0,0,0,0,272.6,384.9,124,781.5
3,2,Crop Science Research and Education Center (CSREC),2009-2010,Illinois,40.05,-88.24,Drilled,No,0,0,0,Zero,Aroostook,2009-08-17 00:00:00,2010-05-20 00:00:00,9408,1080.668376,29,106,81,90,277,0,2,75,77,0.277978339,18.18584906,17.57098765,-0.655555556,11.88429603,8.347169811,5.853703704,-7.938888889,2.326534296,13.26650943,11.71234568,-4.297222222,7.105415162,0.49345283,0.455740741,0.650311111,0.533389892,0.927707547,0.895555556,0.944633333,0.923805054,0.710580189,0.675648148,0.797472222,0.728597473,0.466332475,0.493853394,0.097878446,0.354665803,610.0780032,671.1869952,308.5475328,1589.812531,611.3,1406.25,949.05,32.35,2387.65,0,0.35,419.1,419.45,135.2,428.3,207.8,172.1,808.2,0,0,0,0,348.4,348.7,72.9,770
3,2,Crop Science Research and Education Center (CSREC),2009-2010,Illinois,40.05,-88.24,Drilled,No,0,0,0,Zero,FS Hi Rye,2009-08-17 00:00:00,2010-05-20 00:00:00,8760.666667,849.4457963,30,106,81,90,277,0,2,75,77,0.277978339,18.18584906,17.57098765,-0.655555556,11.88429603,8.347169811,5.853703704,-7.938888889,2.326534296,13.26650943,11.71234568,-4.297222222,7.105415162,0.49345283,0.455740741,0.650311111,0.533389892,0.927707547,0.895555556,0.944633333,0.923805054,0.710580189,0.675648148,0.797472222,0.728597473,0.466332475,0.493853394,0.097878446,0.354665803,610.0780032,671.1869952,308.5475328,1589.812531,611.3,1406.25,949.05,32.35,2387.65,0,0.35,419.1,419.45,135.2,428.3,207.8,172.1,808.2,0,0,0,0,348.4,348.7,72.9,770
4,3,Kelly Experimental Farm,2001-2002,Iowa,42.05,-93.71,Broadcast,No,0,0,0,Zero,Rymin,2001-08-20 00:00:00,2002-04-17 00:00:00,2436.74,448.35,31,103,48,90,241,0,17,50,67,0.278008299,19.48300971,9.825,4.444444444,11.943361,6.887864078,-2.545833333,-6.631111111,-0.039626556,13.18543689,3.639583333,-1.093333333,5.95186722,0.441563107,0.369416667,0.469744444,0.437717842,0.924019417,0.818354167,0.896677778,0.892763485,0.682791262,0.593885417,0.683211111,0.665240664,0.506772512,0.367779203,0.193644578,0.362153454,604.329984,354.8054016,345.5156736,1304.651059,638.8,1358.1,242.1,137.95,1738.15,0,67.4,236.35,303.75,52.8,239.9,46.3,47.6,333.8,0,0,0,0,402.2,183.5,167.8,753.5
